"table_name","column_order","column_name","data_type","not_null","default_value","primary_key"
"schema_migrations","5","success","INTEGER","1","1","0"
"schema_migrations","6","error_message","TEXT","0",,"0"
"security_events","0","event_id","TEXT","0",,"1"
"security_events","1","occurred_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"security_events","2","event_type","TEXT","1",,"0"
"security_events","3","severity","TEXT","1",,"0"
"security_events","4","user_id","TEXT","0",,"0"
"security_events","5","actor_email","TEXT","0",,"0"
"security_events","6","ip_address","TEXT","0",,"0"
"security_events","7","details","TEXT","0",,"0"
"security_events","8","resolved_at","TEXT","0",,"0"
"security_events","9","resolved_by","TEXT","0",,"0"
"sessions","0","session_id","TEXT","0",,"1"
"sessions","1","user_id","TEXT","1",,"0"
"sessions","2","organization_id","TEXT","1",,"0"
"sessions","3","session_token_hash","TEXT","1",,"0"
"sessions","4","refresh_token_hash","TEXT","0",,"0"
"sessions","5","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"sessions","6","expires_at","TEXT","1",,"0"
"sessions","7","last_activity_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"sessions","8","ip_address","TEXT","0",,"0"
"sessions","9","user_agent","TEXT","0",,"0"
"sessions","10","device_fingerprint","TEXT","0",,"0"
"sessions","11","is_valid","INTEGER","1","1","0"
"sessions","12","invalidated_at","TEXT","0",,"0"
"sessions","13","invalidated_reason","TEXT","0",,"0"
"sessions","14","updated_at","TEXT","0",,"0"
"status_transitions","0","enum_type","TEXT","1",,"1"
"status_transitions","1","from_status","TEXT","1",,"2"
"status_transitions","2","to_status","TEXT","1",,"3"
"status_transitions","3","required_role","TEXT","0",,"0"
"status_transitions","4","requires_comment","INTEGER","1","0","0"
"sub_areas","0","sub_area_id","TEXT","0",,"1"
"sub_areas","1","organization_id","TEXT","1",,"0"
"sub_areas","2","area_id","TEXT","1",,"0"
"sub_areas","3","sub_area_code","TEXT","0",,"0"
"sub_areas","4","sub_area_name","TEXT","1",,"0"
"sub_areas","5","control_objectives","TEXT","0",,"0"
"sub_areas","6","risk_description","TEXT","0",,"0"
"sub_areas","7","test_objective","TEXT","0",,"0"
"sub_areas","8","testing_steps","TEXT","0",,"0"
"sub_areas","9","is_active","INTEGER","1","1","0"
"sub_areas","10","display_order","INTEGER","1","0","0"
"sub_areas","11","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"sub_areas","12","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"sub_areas","13","deleted_at","TEXT","0",,"0"
"users","0","user_id","TEXT","0",,"1"
"users","1","organization_id","TEXT","1",,"0"
"users","2","email","TEXT","1",,"0"
"users","3","email_verified","INTEGER","1","0","0"
"users","4","full_name","TEXT","1",,"0"
"users","5","first_name","TEXT","0",,"0"
"users","6","last_name","TEXT","0",,"0"
"users","7","phone","TEXT","0",,"0"
"users","8","role_code","TEXT","1",,"0"
"users","9","affiliate_code","TEXT","0",,"0"
"users","10","department_id","TEXT","0",,"0"
"users","11","password_hash","TEXT","1",,"0"
"users","12","password_salt","TEXT","1",,"0"
"users","13","password_algo","TEXT","1","'pbkdf2-sha256-1000'","0"
"users","14","password_changed_at","TEXT","0",,"0"
"users","15","must_change_password","INTEGER","1","0","0"
"users","16","password_expires_at","TEXT","0",,"0"
"users","17","mfa_enabled","INTEGER","1","0","0"
"users","18","mfa_secret","TEXT","0",,"0"
"users","19","mfa_backup_codes","TEXT","0",,"0"
"users","20","mfa_enrolled_at","TEXT","0",,"0"
"users","21","is_active","INTEGER","1","1","0"
"users","22","locked_until","TEXT","0",,"0"
"users","23","login_attempts","INTEGER","1","0","0"
"users","24","last_login","TEXT","0",,"0"
"users","25","last_login_ip","TEXT","0",,"0"
"users","26","last_password_reset","TEXT","0",,"0"
"users","27","privacy_consent_accepted","INTEGER","1","0","0"
"users","28","privacy_consent_date","TEXT","0",,"0"
"users","29","privacy_consent_version","TEXT","0",,"0"
"users","30","data_export_requested_at","TEXT","0",,"0"
"users","31","data_deletion_requested_at","TEXT","0",,"0"
"users","32","timezone","TEXT","0",,"0"
"users","33","locale","TEXT","0",,"0"
"users","34","notification_preferences","TEXT","0",,"0"
"users","35","row_version","INTEGER","1","1","0"
"users","36","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"users","37","created_by","TEXT","0",,"0"
"users","38","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"users","39","updated_by","TEXT","0",,"0"
"users","40","deleted_at","TEXT","0",,"0"
"webhook_endpoints","0","endpoint_id","TEXT","0",,"1"
"webhook_endpoints","1","organization_id","TEXT","1",,"0"
"webhook_endpoints","2","name","TEXT","1",,"0"
"webhook_endpoints","3","target_url","TEXT","1",,"0"
"webhook_endpoints","4","secret","TEXT","1",,"0"
"webhook_endpoints","5","event_filter","TEXT","1",,"0"
"webhook_endpoints","6","is_active","INTEGER","1","1","0"
"webhook_endpoints","7","last_success_at","TEXT","0",,"0"
"webhook_endpoints","8","last_failure_at","TEXT","0",,"0"
"webhook_endpoints","9","consecutive_failures","INTEGER","1","0","0"
"webhook_endpoints","10","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"webhook_endpoints","11","created_by","TEXT","0",,"0"
"work_paper_cc_recipients","0","work_paper_id","TEXT","1",,"1"
"work_paper_cc_recipients","1","email","TEXT","1",,"2"
"work_paper_cc_recipients","2","user_id","TEXT","0",,"0"
"work_paper_cc_recipients","3","added_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"work_paper_requirements","0","requirement_id","TEXT","0",,"1"
"work_paper_requirements","1","work_paper_id","TEXT","1",,"0"
"work_paper_requirements","2","requirement_number","INTEGER","0",,"0"
"work_paper_requirements","3","requirement_description","TEXT","1",,"0"
"work_paper_requirements","4","date_requested","TEXT","0",,"0"
"work_paper_requirements","5","date_provided","TEXT","0",,"0"
"work_paper_requirements","6","status","TEXT","1","'Pending'","0"
"work_paper_requirements","7","notes","TEXT","0",,"0"
"work_paper_requirements","8","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"work_paper_requirements","9","created_by","TEXT","0",,"0"
"work_paper_requirements","10","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"work_paper_requirements","11","updated_by","TEXT","0",,"0"
"work_paper_responsibles","0","work_paper_id","TEXT","1",,"1"
"work_paper_responsibles","1","user_id","TEXT","1",,"2"
"work_paper_responsibles","2","role_in_finding","TEXT","0",,"0"
"work_paper_responsibles","3","added_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"work_paper_responsibles","4","added_by","TEXT","0",,"0"
"work_paper_revisions","0","revision_id","TEXT","0",,"1"
"work_paper_revisions","1","work_paper_id","TEXT","1",,"0"
"work_paper_revisions","2","revision_number","INTEGER","1",,"0"
"work_paper_revisions","3","action","TEXT","1",,"0"
"work_paper_revisions","4","from_status","TEXT","0",,"0"
"work_paper_revisions","5","to_status","TEXT","0",,"0"
"work_paper_revisions","6","comments","TEXT","0",,"0"
"work_paper_revisions","7","changes_summary","TEXT","0",,"0"
"work_paper_revisions","8","user_id","TEXT","1",,"0"
"work_paper_revisions","9","user_name","TEXT","0",,"0"
"work_paper_revisions","10","action_date","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"work_papers","0","work_paper_id","TEXT","0",,"1"
"work_papers","1","organization_id","TEXT","1",,"0"
"work_papers","2","work_paper_ref","TEXT","1",,"0"
"work_papers","3","year","INTEGER","1",,"0"
"work_papers","4","affiliate_code","TEXT","1",,"0"
"work_papers","5","audit_area_id","TEXT","1",,"0"
"work_papers","6","sub_area_id","TEXT","0",,"0"
"work_papers","7","work_paper_date","TEXT","0",,"0"
"work_papers","8","audit_period_from","TEXT","0",,"0"
"work_papers","9","audit_period_to","TEXT","0",,"0"
"work_papers","10","control_objectives","TEXT","0",,"0"
"work_papers","11","control_classification","TEXT","0",,"0"
"work_papers","12","control_type","TEXT","0",,"0"
"work_papers","13","control_frequency","TEXT","0",,"0"
"work_papers","14","control_standards","TEXT","0",,"0"
"work_papers","15","risk_description","TEXT","0",,"0"
"work_papers","16","test_objective","TEXT","0",,"0"
"work_papers","17","testing_steps","TEXT","0",,"0"
"work_papers","18","observation_title","TEXT","1",,"0"
"work_papers","19","observation_description","TEXT","1",,"0"
"work_papers","20","risk_rating","TEXT","1",,"0"
"work_papers","21","risk_summary","TEXT","0",,"0"
"work_papers","22","recommendation","TEXT","1",,"0"
"work_papers","23","management_response","TEXT","0",,"0"
"work_papers","24","response_status","TEXT","0",,"0"
"work_papers","25","response_deadline","TEXT","0",,"0"
"work_papers","26","response_round","INTEGER","1","0","0"
"work_papers","27","response_submitted_by","TEXT","0",,"0"
"work_papers","28","response_submitted_date","TEXT","0",,"0"
"work_papers","29","response_reviewed_by","TEXT","0",,"0"
"work_papers","30","response_review_date","TEXT","0",,"0"
"work_papers","31","response_review_comments","TEXT","0",,"0"
"work_papers","32","status","TEXT","1",,"0"
"work_papers","33","final_status","TEXT","0",,"0"
"work_papers","34","revision_count","INTEGER","1","0","0"
"work_papers","35","assigned_auditor_id","TEXT","0",,"0"
"work_papers","36","assigned_auditor_name","TEXT","0",,"0"
"work_papers","37","prepared_by_id","TEXT","1",,"0"
"work_papers","38","prepared_by_name","TEXT","0",,"0"
"work_papers","39","prepared_date","TEXT","0",,"0"
"work_papers","40","submitted_date","TEXT","0",,"0"
"work_papers","41","reviewed_by_id","TEXT","0",,"0"
"work_papers","42","reviewed_by_name","TEXT","0",,"0"
"work_papers","43","review_date","TEXT","0",,"0"
"work_papers","44","review_comments","TEXT","0",,"0"
"work_papers","45","approved_by_id","TEXT","0",,"0"
"work_papers","46","approved_by_name","TEXT","0",,"0"
"work_papers","47","approved_date","TEXT","0",,"0"
"work_papers","48","sent_to_auditee_date","TEXT","0",,"0"
"work_papers","49","evidence_override","TEXT","0",,"0"
"work_papers","50","row_version","INTEGER","1","1","0"
"work_papers","51","created_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"work_papers","52","created_by","TEXT","1",,"0"
"work_papers","53","updated_at","TEXT","1","strftime('%Y-%m-%dT%H:%M:%fZ','now')","0"
"work_papers","54","updated_by","TEXT","0",,"0"
"work_papers","55","deleted_at","TEXT","0",,"0"
"work_papers","56","deleted_by","TEXT","0",,"0"
"work_papers_fts","0","work_paper_id","","0",,"0"
"work_papers_fts","1","observation_title","","0",,"0"
"work_papers_fts","2","observation_description","","0",,"0"
"work_papers_fts","3","risk_summary","","0",,"0"
"work_papers_fts","4","recommendation","","0",,"0"
"work_papers_fts","5","management_response","","0",,"0"
"work_papers_fts_config","0","k","","1",,"1"
"work_papers_fts_config","1","v","","0",,"0"
"work_papers_fts_data","0","id","INTEGER","0",,"1"
"work_papers_fts_data","1","block","BLOB","0",,"0"
"work_papers_fts_docsize","0","id","INTEGER","0",,"1"
"work_papers_fts_docsize","1","sz","BLOB","0",,"0"
"work_papers_fts_idx","0","segid","","1",,"1"
"work_papers_fts_idx","1","term","","1",,"2"
"work_papers_fts_idx","2","pgno","","0",,"0"
